click_user_id,customer_id,identity_link_is_simulated
100412536,92e30f5f39b91d3056988747521a9789,1
101804738,a6da6871d76fe028e8fd6ce306b7b5fd,1
103274988,ab3ac29d18f13a54debf8026a6b3832a,1
104099719,a5afc2fc6cbdb37998250ef5c42eab15,1
105697630,41bec5363584479bc6582b76b412b0b3,1
106202967,b07c36e3c141596234ef4d73969f4dc8,1
107651734,94dea73f2f38b00f698f7ee2f1bf60a2,1
107945915,668c2b10912e695e0a4fb637688171e6,1
111782974,175214a705320b855fe745fa84cd1ce4,1
114598339,e63831fda4513b2d962ea7313c8612ab,1
115398528,011702c19fd5dec0000a8dbbb5b98809,1
115701502,a6949bcc4f127c2e918b24b787a4f9bb,1
117870795,25fd9d8e0233e89fb0e78895cef2aa2f,1
118539394,768f83403defcfa9c9fcc04416396ce1,1
122897605,2401d5abf19960617a682ce17d30139f,1
123081755,7740b9ffa0576087d73b1ec4c83859dd,1
123310209,814101b83b85436800244d9e0735c2b0,1
124071580,fad2e77bba064ef0e420aae76fb3eea1,1
124354517,3f913149a9967e7dbb5e2b9ad307d718,1
124850942,9011cfc91447d707a0b4a5368211f232,1
124931467,cd0e81bb667bef6d632fa5a71a076e74,1
126580575,82c887949254710fd671db2d84d7a220,1
126955150,3277891bd580550e931b09b683cc4d86,1
127350130,e5abd4bd2e04113674acc360e4263918,1
127383794,facbacbd926f273d0690b476534c9480,1
129297574,c188a8a811a853422ad4205ad5fa0413,1
129790010,995707cdf9f6cc28afd73d31b48638f1,1
131994138,891693d3ffc0cdb14324bed48c0b2384,1
138531415,5b7f468205743c98e58a379722d3ae79,1
138562854,21a56a754356f2d19dc9fd59fb6feb76,1
141330451,67269541bc1e81487b0e59abad562bb1,1
141771043,7e2f83fa75de1dc850d9a9d755a5ddbc,1
145844909,4fa93ce17fd5c9868466a49cc823188e,1
147118433,eb0bb04784b2f275ec5dfd88e0b4b8a2,1
147417144,8dc6069f6ce4934d2dfcb6439a513c93,1
148648103,106cfa9587e89158ef37ff1cda4072f6,1
149017750,c29b778bfd6975fc29309aa68ce952c3,1
149958406,685c025b3f27ea3822fe2c288016c0c0,1
150318419,584a50b30c7d3f7cd3fc1c4fa07445b2,1
151045021,fb913dcc5bc28ef35f1a50d9483a5159,1
151188116,0ae522661311f598df20272643d39ce6,1
151211099,11bcbc642b6c997ad7940955328c7677,1
151690169,9af5c954a7ab7b453446a4dceaa18de7,1
152754010,cdc78e7593607a386bc2b241a84d65f0,1
153316955,efa1d1628ae9aca26075d17f7aa596bd,1
153515470,53c36c2af9c778a798e24b9521a188cc,1
153526353,df5d2b376ad8dc9223a3528f28795837,1
153710502,645a04fe8ffc2dc4ad44f194a455cfdf,1
154065884,7ed0ea20347f67fe61d1c99fdf8556ae,1
155256691,07ee1c167ed532ec5d1325758f063f8d,1
155407693,08f39bc6b746bc26013fa99b725e83e6,1
155558336,2f9856bf9beb35be3338bf86b46fa8e4,1
156430889,cbafa8227623af5855f89a9e49210ef4,1
156640302,649ebd0276090cc7a1971e5a062e83ee,1
157621793,ad27d4cdc2ccb277c7360e35093b4d2b,1
157763708,7d904a4755e206a3e308a1f03d4a3a7c,1
159391997,fca0b744f531b9e0511639643a89bc75,1
160378970,7b1c95c0dcd703cc80b4fbe90e83f4bb,1
162807077,2d6c92e215e5e67fa22737b6c75df406,1
162857669,934e31a23d80cb297d31f16478300038,1
